19,2287,1,62.5,Not Fulfilled,
20,9332,1,91.02,Fulfilled,2021-04-01 19:37:53
20,61,3,73.87,Fulfilled,2021-05-27 01:30:59
20,984,1,39.54,Fulfilled,2021-01-11 07:59:13
21,6037,4,2.5,Not Fulfilled,
21,434,1,47.74,Not Fulfilled,
21,160,3,32.17,Fulfilled,2021-06-27 02:07:14
22,6031,1,65.07,Fulfilled,2021-02-07 02:39:23
22,3933,2,10.56,Fulfilled,2021-03-15 17:48:17
22,7296,1,42.87,Fulfilled,2021-06-30 14:15:19
22,1600,1,24.09,Fulfilled,2021-05-02 00:59:05
23,4007,2,123.99,Fulfilled,2021-07-10 02:02:02
23,7552,4,35.29,Fulfilled,2021-02-01 16:25:05
23,9354,1,73.32,Fulfilled,2021-09-03 19:14:22
23,5136,3,9.03,Fulfilled,2021-04-15 17:51:54
23,4534,4,40.7,Fulfilled,2021-10-22 08:55:19
24,4561,1,29.71,Fulfilled,2021-07-16 22:20:42
24,340,1,34.07,Fulfilled,2021-10-22 01:18:24
24,8765,1,18.57,Fulfilled,2021-07-22 20:14:06
24,4968,1,60.7,Fulfilled,2021-04-05 08:22:54
24,8266,3,44.08,Fulfilled,2021-11-04 20:09:35
24,3252,2,53.36,Fulfilled,2021-07-18 23:43:13
25,1732,1,117.49,Fulfilled,2021-06-16 09:31:21
25,2788,3,58.23,Fulfilled,2021-03-25 20:54:18
25,4233,4,11.65,Fulfilled,2021-08-13 05:05:37
25,5942,1,52.34,Fulfilled,2021-09-20 13:28:15
25,9325,1,168.79000000000002,Fulfilled,2021-07-03 13:54:41
26,3048,1,30.61,Fulfilled,2021-05-19 02:33:58
26,3341,1,53.08,Fulfilled,2021-04-13 16:59:28
26,2766,1,15.57,Fulfilled,2021-09-12 01:14:36
26,8376,4,18.08,Fulfilled,2021-10-27 07:18:15
26,5689,1,129.5,Fulfilled,2021-01-13 20:05:02
27,5706,1,123.25,Fulfilled,2021-01-25 05:26:07
27,1198,1,45.87,Fulfilled,2021-04-17 11:08:58
27,1649,1,96.95,Fulfilled,2021-11-30 19:30:24
28,5150,1,74.08,Fulfilled,2021-07-23 12:28:09
29,458,1,28.91,Fulfilled,2021-05-18 08:42:05
29,6158,4,62.45,Fulfilled,2021-06-27 05:10:40
30,4333,1,154.12,Fulfilled,2021-06-01 14:24:30
31,9992,2,82.32,Fulfilled,2021-06-12 08:17:46
31,2469,1,3.87,Fulfilled,2021-05-04 20:59:32
31,2166,1,64.37,Fulfilled,2021-08-28 16:09:54
32,3796,1,74.98,Fulfilled,2021-06-22 00:09:13
32,6092,4,147.75,Fulfilled,2021-08-08 04:22:01
32,5573,2,29.82,Fulfilled,2021-06-06 06:30:56
33,2658,1,12.96,Fulfilled,2021-09-07 10:50:07
33,7235,1,11.24,Fulfilled,2021-05-18 22:48:46
34,2950,1,195.01,Not Fulfilled,
34,4644,1,195.63,Not Fulfilled,
34,3231,2,79.48,Fulfilled,2021-02-19 22:29:07
34,7233,1,15.85,Fulfilled,2021-05-25 20:43:54
34,5724,1,96.52,Fulfilled,2021-03-28 21:42:07
34,3739,1,173.67000000000002,Not Fulfilled,
35,1897,2,47.97,Not Fulfilled,
36,1287,1,148.14,Fulfilled,2021-01-24 22:53:44
36,7181,1,28.98,Fulfilled,2021-04-22 21:51:42
36,948,4,83.58,Fulfilled,2021-11-23 01:05:36
37,3192,1,3.58,Fulfilled,2021-05-10 14:58:16
37,8322,2,160.04,Fulfilled,2021-01-15 07:28:26
37,4025,3,194.1,Fulfilled,2021-03-09 07:07:19
37,5989,1,18.32,Fulfilled,2021-10-05 04:37:13
38,2306,1,79.53,Fulfilled,2021-03-05 04:22:48
38,6133,3,27.56,Not Fulfilled,
39,7703,1,93.45,Fulfilled,2021-11-07 18:45:38
40,2928,3,58.16,Fulfilled,2021-07-25 15:15:53
40,7439,1,1.26,Fulfilled,2021-11-30 02:29:51
41,7979,3,60.72,Fulfilled,2021-08-08 00:08:25
41,993,1,14.99,Not Fulfilled,
42,2311,2,47.27,Fulfilled,2021-11-30 18:21:45
42,2571,2,55.32,Fulfilled,2021-05-01 11:15:49
42,536,2,86.45,Fulfilled,2021-07-01 01:19:15
43,8617,1,86.45,Fulfilled,2021-10-01 05:31:35
43,1722,4,48.38,Fulfilled,2021-10-05 09:54:47
43,9317,1,28.8,Fulfilled,2021-07-22 08:32:13
44,8929,4,18.21,Fulfilled,2021-01-11 15:09:57
44,9104,1,43.08,Fulfilled,2021-01-26 11:10:19
45,2932,3,10.37,Fulfilled,2021-11-02 03:48:58
45,3214,1,27.01,Fulfilled,2021-10-20 06:54:45
45,5874,1,29.67,Not Fulfilled,
46,2801,2,79.4,Fulfilled,2021-01-23 21:43:36
47,1585,4,68.05,Fulfilled,2021-11-27 23:12:51
47,3089,1,156.36,Fulfilled,2021-07-20 06:12:17
47,3223,1,82.17,Fulfilled,2021-04-05 16:52:51
47,2259,1,52.45,Fulfilled,2021-05-25 04:28:25
47,5187,1,76.1,Fulfilled,2021-08-01 05:56:24
47,5163,4,88.26,Fulfilled,2021-08-07 14:06:23
48,1694,2,65.64,Fulfilled,2021-07-19 10:44:55
48,4441,1,38.31,Fulfilled,2021-01-02 20:27:54
48,9864,1,12.49,Fulfilled,2021-04-25 22:30:52
49,8551,4,37.41,Fulfilled,2021-09-29 01:59:15
49,869,3,69.22,Fulfilled,2021-07-25 00:24:58
50,9807,1,80.57,Fulfilled,2021-03-24 15:07:35
50,1585,1,84.96,Fulfilled,2021-08-07 10:02:32
51,5595,4,24.86,Not Fulfilled,
51,6506,1,94.55,Fulfilled,2021-03-08 22:03:03
51,4762,1,80.12,Fulfilled,2021-01-31 19:38:58
51,3124,2,73.04,Fulfilled,2021-06-26 01:40:02
51,4928,2,67.73,Fulfilled,2021-03-06 16:17:51
52,8316,4,31.69,Fulfilled,2021-07-15 10:32:26
52,5744,4,18.85,Fulfilled,2021-03-28 02:31:50
52,3750,2,22.65,Fulfilled,2021-07-30 06:42:17
52,4230,1,50.93,Fulfilled,2021-11-25 14:18:09
53,9681,1,41.55,Fulfilled,2021-08-19 08:07:29
53,2597,3,180.1,Fulfilled,2021-09-23 12:31:10
54,1575,1,55.22,Fulfilled,2021-01-09 09:25:05
55,6004,1,32.94,Fulfilled,2021-03-10 08:37:45
55,7532,1,128.46,Fulfilled,2021-05-22 00:12:49
56,4611,1,34.09,Fulfilled,2021-05-09 02:09:24
56,9949,2,186.66,Fulfilled,2021-08-07 16:00:46
56,9542,3,132.88,Fulfilled,2021-05-30 03:08:16
56,6832,3,48.8,Fulfilled,2021-11-27 09:46:58
57,4248,4,45.86,Fulfilled,2021-09-19 08:30:23
57,8039,4,183.82,Fulfilled,2021-11-02 10:07:36
57,2026,4,26.58,Fulfilled,2021-10-11 14:33:32
57,4604,1,49.02,Fulfilled,2021-11-03 09:15:30
57,6240,2,173.86,Fulfilled,2021-02-08 17:44:49
58,6310,1,1.58,Fulfilled,2021-01-19 00:49:56
59,5072,2,1.5,Not Fulfilled,
60,6930,1,72.44,Fulfilled,2021-11-30 08:53:52
60,895,2,87.52,Fulfilled,2021-03-01 21:50:16
60,9403,2,63.99,Fulfilled,2021-08-04 15:37:10
61,7529,1,87.15,Fulfilled,2021-11-23 21:49:06
61,5319,1,195.56,Fulfilled,2021-05-06 20:22:26
61,1942,4,162.37,Fulfilled,2021-07-25 16:50:39
61,7525,2,131.0,Fulfilled,2021-06-29 04:24:23
61,5023,1,98.93,Fulfilled,2021-03-05 17:05:52
61,6466,2,41.64,Fulfilled,2021-10-16 21:47:39
62,8148,4,35.83,Fulfilled,2021-04-02 12:35:29
62,81,1,153.81,Fulfilled,2021-07-26 00:56:00
62,7171,1,66.07,Not Fulfilled,
63,6889,2,126.15,Fulfilled,2021-10-10 02:16:50
63,6920,2,54.24,Not Fulfilled,
63,5092,2,86.14,Fulfilled,2021-01-30 11:04:48
63,2358,1,155.09,Fulfilled,2021-07-05 16:52:51
63,7217,1,13.95,Fulfilled,2021-07-11 03:17:13
63,3551,1,13.29,Fulfilled,2021-10-29 16:31:15
64,9921,3,163.77,Fulfilled,2021-07-12 16:01:05
64,8899,2,48.64,Fulfilled,2021-09-01 18:18:34
64,9858,1,23.35,Fulfilled,2021-09-10 07:50:15
64,170,2,74.32,Fulfilled,2021-05-26 07:21:56
65,4774,1,55.2,Fulfilled,2021-07-30 03:53:16
66,2251,1,97.55,Fulfilled,2021-10-27 15:41:20
66,3931,2,65.42,Fulfilled,2021-11-03 18:31:32
66,1432,3,75.9,Fulfilled,2021-03-27 19:32:56
67,503,3,59.13,Fulfilled,2021-12-03 13:07:12
67,5703,1,52.66,Fulfilled,2021-02-24 09:40:16
67,7109,3,98.06,Fulfilled,2021-08-23 00:15:35
67,5490,1,3.42,Fulfilled,2021-02-15 20:55:52
68,883,2,65.72,Fulfilled,2021-03-24 01:02:41
68,7600,1,38.27,Not Fulfilled,
68,9964,1,29.08,Fulfilled,2021-04-24 15:00:21
68,4508,1,45.7,Fulfilled,2021-10-08 22:40:22
69,3010,2,177.23000000000002,Fulfilled,2021-03-26 05:32:41
69,5285,3,61.69,Fulfilled,2021-05-19 11:11:22
69,7119,2,168.01999999999998,Fulfilled,2021-05-25 09:52:26
70,662,2,99.35,Fulfilled,2021-04-20 02:21:01
70,9412,1,72.15,Fulfilled,2021-07-12 01:52:38
71,6390,1,10.81,Fulfilled,2021-11-20 14:59:26
71,696,1,36.33,Fulfilled,2021-05-28 01:55:36
71,5514,4,80.11,Fulfilled,2021-04-08 22:10:09
71,1444,2,47.23,Fulfilled,2021-09-29 16:16:10
72,6348,3,78.25,Not Fulfilled,
72,8264,4,99.37,Fulfilled,2021-09-16 19:35:41
72,6129,1,55.26,Fulfilled,2021-08-24 15:41:09
72,6101,4,33.78,Fulfilled,2021-07-12 11:35:30
73,4492,1,57.83,Fulfilled,2021-03-26 20:42:22
73,2270,2,54.38,Fulfilled,2021-09-30 04:32:33
73,1968,1,60.81,Fulfilled,2021-06-06 07:33:43
73,2870,1,112.19,Fulfilled,2021-01-30 19:35:09
74,1624,2,94.04,Not Fulfilled,
74,3730,1,38.33,Not Fulfilled,
74,9138,1,34.55,Not Fulfilled,
74,9142,4,59.38,Not Fulfilled,
74,3866,3,66.21,Not Fulfilled,
75,148,3,55.45,Fulfilled,2021-09-10 00:25:55
75,8763,1,95.9,Fulfilled,2021-09-07 07:52:11
75,983,2,71.78,Fulfilled,2021-04-02 19:01:18
75,931,1,189.4,Fulfilled,2021-06-25 21:31:19
75,3177,1,45.22,Fulfilled,2021-08-20 05:19:13
75,1382,4,77.68,Fulfilled,2021-04-07 14:14:21
76,2556,4,53.97,Not Fulfilled,
76,6818,3,63.79,Fulfilled,2021-09-26 02:35:35
76,8375,1,47.67,Not Fulfilled,
76,7900,1,54.42,Not Fulfilled,
76,7886,1,59.11,Not Fulfilled,
77,4252,2,42.97,Not Fulfilled,
77,3225,1,24.62,Not Fulfilled,
78,1860,1,68.6,Not Fulfilled,
79,9363,4,164.7,Fulfilled,2021-01-09 01:59:04
79,8424,4,8.6,Fulfilled,2021-02-20 02:35:26
79,5835,1,11.06,Fulfilled,2021-05-03 12:48:18
80,9434,2,138.42000000000002,Not Fulfilled,
81,1246,1,16.5,Fulfilled,2021-09-20 07:22:24
81,4972,1,101.17,Fulfilled,2021-02-24 03:05:48
81,6406,4,74.54,Fulfilled,2021-05-05 07:12:20
81,7566,1,29.76,Fulfilled,2021-10-14 09:43:58
81,2441,1,40.21,Fulfilled,2021-07-06 11:22:20
81,6712,1,16.11,Fulfilled,2021-01-15 17:01:01
82,8467,1,39.3,Fulfilled,2021-09-25 01:45:17
82,6479,1,89.44,Fulfilled,2021-06-05 04:26:11
82,5949,2,67.52,Fulfilled,2021-11-17 22:10:16
82,5680,1,62.61,Fulfilled,2021-06-19 06:49:40
82,4695,4,79.96,Fulfilled,2021-12-01 03:51:17
83,723,2,57.69,Fulfilled,2021-04-16 23:36:14
83,1325,3,86.5,Fulfilled,2021-03-18 03:29:30
83,7932,2,44.61,Fulfilled,2021-05-04 01:52:21
83,6402,1,102.47,Fulfilled,2021-09-08 04:08:26
83,4276,2,77.44,Fulfilled,2021-10-27 05:36:33
83,1801,1,34.1,Fulfilled,2021-06-16 01:14:46
84,9604,2,101.04,Fulfilled,2021-02-25 19:39:06
84,9158,4,20.92,Fulfilled,2021-07-25 10:49:16
84,1361,2,25.56,Fulfilled,2021-03-29 04:30:08
84,1241,3,60.63,Fulfilled,2021-09-09 07:11:15
85,8924,3,31.07,Fulfilled,2021-09-22 17:16:23
86,6542,4,51.79,Fulfilled,2021-01-07 05:55:10
86,895,1,78.41,Fulfilled,2021-01-14 15:42:13
86,1511,3,147.22,Fulfilled,2021-01-28 07:09:20
86,4465,3,139.67000000000002,Fulfilled,2021-11-21 18:39:32
87,8721,4,73.32,Fulfilled,2021-06-19 14:50:57
88,6904,1,11.88,Fulfilled,2021-11-10 07:35:20
88,1882,2,20.2,Fulfilled,2021-11-04 14:22:15
88,1580,4,75.02,Fulfilled,2021-08-08 22:34:26
88,82,1,134.22,Not Fulfilled,
88,4202,1,3.1,Fulfilled,2021-05-16 23:38:14
89,3605,1,35.89,Fulfilled,2021-08-30 06:16:35
89,2627,1,175.79000000000002,Fulfilled,2021-01-16 10:20:31
89,1535,2,71.63,Fulfilled,2021-10-28 13:30:07
89,7618,1,37.16,Fulfilled,2021-06-26 12:36:03
89,336,2,143.26,Fulfilled,2021-02-08 14:58:34
90,6276,2,17.74,Fulfilled,2021-08-10 05:43:16
91,5897,2,169.85,Fulfilled,2021-11-30 17:11:09
91,7638,3,65.19,Not Fulfilled,
91,8709,2,8.18,Not Fulfilled,
92,5801,1,92.34,Fulfilled,2021-04-02 18:21:55
92,9144,1,3.24,Fulfilled,2021-03-13 10:09:19
92,9168,2,93.67,Fulfilled,2021-08-02 17:15:34
93,9565,1,36.6,Fulfilled,2021-09-18 06:36:02
94,9045,2,32.5,Fulfilled,2021-11-11 09:17:53
94,3421,1,57.36,Fulfilled,2021-07-02 16:56:42
94,1983,1,72.84,Fulfilled,2021-09-19 14:14:14
94,3500,3,80.69,Fulfilled,2021-01-14 09:58:48
94,9757,2,54.36,Fulfilled,2021-07-16 01:52:55
95,1136,2,145.4,Fulfilled,2021-03-20 11:27:28
95,1458,3,2.67,Fulfilled,2021-03-20 07:06:58
95,7787,2,92.24,Fulfilled,2021-10-24 19:58:13
95,4886,3,42.75,Fulfilled,2021-09-07 05:40:16
96,1879,1,18.44,Fulfilled,2021-01-27 21:47:46
96,9528,2,96.06,Fulfilled,2021-04-15 04:20:55
96,1676,2,23.96,Fulfilled,2021-04-03 19:14:18
96,8151,2,49.64,Fulfilled,2021-05-08 21:25:35
96,1546,4,65.97,Fulfilled,2021-11-27 07:21:50
96,513,3,139.67000000000002,Fulfilled,2021-10-09 10:03:52
97,5610,1,38.79,Fulfilled,2021-09-28 21:01:12
97,3671,1,183.84,Fulfilled,2021-01-23 01:23:17
97,6520,1,24.63,Fulfilled,2021-04-08 11:47:13
97,4512,1,69.86,Fulfilled,2021-02-18 16:38:40
97,996,2,46.49,Fulfilled,2021-01-24 15:23:18
97,6021,1,11.93,Fulfilled,2021-08-10 20:16:08
98,3974,1,11.58,Fulfilled,2021-05-29 00:12:44
99,929,2,115.23,Fulfilled,2021-06-11 22:25:22
99,2423,1,4.37,Fulfilled,2021-09-26 04:32:57
99,2406,1,48.81,Fulfilled,2021-11-08 18:06:45
100,7649,1,183.76,Fulfilled,2021-10-08 11:30:17
100,1991,4,46.22,Not Fulfilled,
101,1739,3,69.55,Fulfilled,2021-08-14 19:16:29
101,6058,1,73.17,Fulfilled,2021-02-21 10:41:01
101,1615,1,46.59,Fulfilled,2021-03-29 05:34:28
101,3486,1,74.35,Fulfilled,2021-10-09 17:25:19
102,5996,2,22.62,Fulfilled,2021-03-07 22:04:26
102,7260,3,13.59,Fulfilled,2021-06-19 05:25:15
102,315,1,92.15,Fulfilled,2021-09-22 20:53:09
102,5331,1,159.07999999999998,Fulfilled,2021-07-18 06:42:37
102,761,1,71.01,Fulfilled,2021-11-10 18:14:38
103,8947,1,47.25,Not Fulfilled,
103,760,1,99.09,Not Fulfilled,
103,2723,4,4.11,Fulfilled,2021-09-21 11:30:05
103,7468,1,83.11,Fulfilled,2021-01-13 04:16:45
103,439,1,48.95,Not Fulfilled,
104,2914,2,2.4,Fulfilled,2021-04-03 13:06:29
104,1015,1,30.94,Fulfilled,2021-08-08 09:41:46
105,7583,1,63.29,Fulfilled,2021-01-20 10:42:24
105,6035,4,14.64,Not Fulfilled,
105,9472,2,44.97,Fulfilled,2021-04-07 04:40:34
106,9162,1,25.94,Fulfilled,2021-05-09 17:47:54
106,8350,1,38.23,Fulfilled,2021-02-08 03:49:40
106,8062,2,81.84,Fulfilled,2021-02-16 17:54:05
107,4152,2,25.36,Fulfilled,2021-04-23 11:42:29
107,161,4,77.1,Fulfilled,2021-08-20 20:24:34
107,9167,1,68.22,Fulfilled,2021-11-30 15:36:54
108,1844,1,196.29000000000002,Fulfilled,2021-02-26 10:34:26
108,229,1,65.06,Fulfilled,2021-10-17 19:05:02
108,4276,1,82.12,Fulfilled,2021-04-30 02:27:55
108,3050,3,28.43,Fulfilled,2021-03-19 16:57:09
109,9861,1,6.09,Fulfilled,2021-03-04 19:25:41
109,7928,2,102.59,Fulfilled,2021-02-06 23:22:18
109,813,1,75.51,Fulfilled,2021-10-29 19:51:57
110,7649,1,49.39,Fulfilled,2021-06-01 15:48:30
110,9988,4,9.43,Fulfilled,2021-07-15 13:08:09
110,2792,1,23.38,Fulfilled,2021-03-15 07:00:34
110,5683,1,109.74,Fulfilled,2021-08-19 23:15:32
110,3334,2,9.84,Fulfilled,2021-10-30 22:51:21
110,6328,1,76.12,Fulfilled,2021-10-07 07:35:05
111,1343,1,18.8,Fulfilled,2021-11-24 11:20:31
112,8885,2,1.43,Fulfilled,2021-09-20 19:11:03
112,2394,4,38.16,Fulfilled,2021-10-31 01:12:11
112,8234,3,80.4,Fulfilled,2021-08-11 23:41:56
113,5542,3,88.43,Fulfilled,2021-02-23 20:27:16
113,1570,1,63.47,Fulfilled,2021-10-07 18:29:51
113,2039,1,92.19,Fulfilled,2021-02-06 01:40:46
113,3012,1,85.36,Fulfilled,2021-03-10 18:17:50
113,3059,4,17.77,Fulfilled,2021-07-24 22:15:17
114,3580,1,15.32,Fulfilled,2021-11-27 21:53:45
114,4620,1,79.19,Fulfilled,2021-11-30 02:40:57
114,7447,2,83.07,Fulfilled,2021-09-25 17:29:12
115,7699,1,9.25,Not Fulfilled,
115,2267,3,82.3,Fulfilled,2021-07-18 22:24:18
116,6977,1,65.17,Fulfilled,2021-09-30 03:11:35
116,1666,1,46.39,Fulfilled,2021-02-28 06:19:08
116,5682,1,13.74,Fulfilled,2021-10-10 03:02:51
116,8238,1,59.0,Fulfilled,2021-09-27 14:04:22
117,6667,2,37.72,Fulfilled,2021-11-19 19:27:34
117,2110,4,169.55,Fulfilled,2021-09-04 00:12:20
117,6206,3,39.49,Fulfilled,2021-05-17 22:38:27
117,5983,4,69.34,Fulfilled,2021-06-14 14:35:44
118,2123,2,12.69,Not Fulfilled,
118,2382,1,13.46,Not Fulfilled,
118,9572,1,43.24,Not Fulfilled,
119,2305,1,27.46,Fulfilled,2021-05-03 02:00:13
119,3022,2,35.77,Fulfilled,2021-11-16 17:19:45
119,2144,2,74.96,Fulfilled,2021-06-10 15:58:07
119,4007,3,160.87,Fulfilled,2021-03-07 01:48:27
120,8782,3,34.24,Fulfilled,2021-01-03 21:56:45
121,2925,3,167.06,Fulfilled,2021-07-29 07:52:04
122,6429,1,56.25,Fulfilled,2021-03-07 17:09:23
122,3234,4,7.81,Fulfilled,2021-11-19 11:24:18
122,9285,3,69.15,Fulfilled,2021-08-08 22:23:54
123,1592,2,19.7,Not Fulfilled,
123,9464,1,80.27,Not Fulfilled,
123,6311,1,83.24,Not Fulfilled,
123,5165,3,78.84,Fulfilled,2021-02-25 10:48:20
123,4269,2,63.44,Not Fulfilled,
124,4182,1,15.84,Fulfilled,2021-11-27 01:46:41
124,1858,1,107.24,Fulfilled,2021-03-18 23:15:43
125,6110,2,7.69,Fulfilled,2021-02-24 13:31:19
126,2201,1,47.71,Fulfilled,2021-02-23 19:31:19
126,2083,2,156.52,Fulfilled,2021-08-27 21:31:30
127,3471,1,68.02,Not Fulfilled,
127,6121,1,63.43,Fulfilled,2021-05-17 07:50:44
127,7762,3,66.91,Not Fulfilled,
128,7825,1,83.21,Fulfilled,2021-08-19 19:02:30
128,1772,1,167.4,Fulfilled,2021-12-04 19:05:57
128,6246,4,86.14,Fulfilled,2021-06-10 18:04:52
128,1030,2,58.36,Fulfilled,2021-04-07 03:33:19
128,7097,1,28.4,Fulfilled,2021-01-13 11:28:30
128,2365,2,62.05,Fulfilled,2021-10-15 05:00:52
129,1230,1,36.01,Fulfilled,2021-07-10 11:21:16
129,9592,2,57.37,Fulfilled,2021-05-09 07:09:35
129,1516,1,41.85,Fulfilled,2021-09-24 23:56:37
129,6411,3,5.35,Fulfilled,2021-11-09 14:27:18
129,4184,1,19.41,Fulfilled,2021-06-17 09:03:24
130,5722,2,134.24,Fulfilled,2021-01-31 21:23:16
130,7077,1,102.47,Fulfilled,2021-01-01 22:10:56
130,4550,1,129.81,Fulfilled,2021-07-04 07:33:30
131,6130,2,14.06,Fulfilled,2021-01-25 18:42:08
131,5604,1,90.85,Fulfilled,2021-10-14 16:28:13
131,4296,1,9.48,Fulfilled,2021-05-20 04:00:05
132,5853,2,121.68,Fulfilled,2021-02-18 03:39:39
132,4310,3,42.88,Fulfilled,2021-10-22 20:25:24
132,7948,2,114.17,Not Fulfilled,
132,4106,3,64.22,Not Fulfilled,
133,2883,1,2.46,Fulfilled,2021-10-26 19:57:18
133,1006,1,5.01,Not Fulfilled,
133,2244,1,1.23,Fulfilled,2021-04-29 18:13:19
133,5851,2,34.77,Not Fulfilled,
133,4217,1,1.71,Not Fulfilled,
133,6817,2,26.29,Fulfilled,2021-09-21 03:13:30
134,8620,1,94.27,Fulfilled,2021-02-20 12:46:46
134,4039,1,83.26,Fulfilled,2021-04-15 12:23:27
134,3554,1,35.44,Fulfilled,2021-08-11 05:23:37
134,7539,1,1.87,Fulfilled,2021-07-12 16:23:30
134,188,4,14.86,Fulfilled,2021-05-31 17:41:21
135,714,1,99.38,Fulfilled,2021-11-23 10:48:18
135,1597,2,113.36,Fulfilled,2021-01-25 18:45:26
135,9773,2,146.13,Fulfilled,2021-04-01 10:29:41
136,4322,1,47.47,Fulfilled,2021-08-04 12:58:49
136,5784,1,144.21,Fulfilled,2021-10-15 16:06:50
137,5745,2,2.71,Fulfilled,2021-09-06 05:04:03
137,5298,1,53.63,Fulfilled,2021-10-09 17:25:56
138,3055,2,4.17,Fulfilled,2021-10-27 21:13:19
139,8558,1,38.53,Fulfilled,2021-10-02 05:50:03
139,2287,1,19.23,Not Fulfilled,
139,7795,1,1.59,Not Fulfilled,
139,3844,2,80.09,Fulfilled,2021-04-04 02:26:32
139,3905,1,31.28,Fulfilled,2021-08-15 10:37:42
140,2570,4,53.1,Fulfilled,2021-08-05 04:43:06
140,7713,1,2.0,Fulfilled,2021-06-26 02:10:50
140,4757,2,25.03,Fulfilled,2021-09-02 00:15:10
140,9859,1,67.1,Fulfilled,2021-01-09 23:45:23
141,888,4,14.48,Fulfilled,2021-12-01 15:00:38
141,2952,2,92.24,Fulfilled,2021-05-16 03:15:45
141,1229,1,45.12,Fulfilled,2021-05-25 03:43:01
141,4798,1,97.5,Fulfilled,2021-01-11 09:31:19
142,6107,4,2.73,Fulfilled,2021-06-10 05:26:14
142,877,1,74.23,Fulfilled,2021-01-24 12:58:56
142,9706,1,89.47,Fulfilled,2021-04-08 22:14:18
142,2885,1,55.94,Fulfilled,2021-07-29 14:38:52
142,9887,1,135.04,Fulfilled,2021-12-02 20:45:55
143,1516,2,103.86,Fulfilled,2021-04-01 21:08:47
143,2277,4,150.9,Fulfilled,2021-01-25 08:58:38
143,7782,4,27.59,Fulfilled,2021-02-02 21:28:53
143,3612,2,93.72,Fulfilled,2021-10-29 21:21:31
143,375,4,98.07,Fulfilled,2021-09-30 06:10:50
143,5086,1,54.05,Fulfilled,2021-08-07 16:36:47
144,2164,1,22.27,Fulfilled,2021-07-06 12:59:39
144,6769,2,95.78,Fulfilled,2021-03-18 04:24:15
144,8406,1,7.74,Fulfilled,2021-08-02 16:20:17
145,6652,1,86.55,Fulfilled,2021-11-03 18:32:53
145,9196,1,176.66,Fulfilled,2021-11-13 07:58:16
145,1746,4,171.55,Fulfilled,2021-05-22 17:49:54
145,1717,1,5.58,Fulfilled,2021-04-30 05:54:17
